Date/Time,PICA-3102,PICA-3102MV,PICA-3130,FICA-3326,FICA-3122,FICA-3113,FICA-3141,TICA-3123,TICA-3125,S3129,S3119
28/12/2021 3:00,0.83,29.88,0.45,2082.52,0.01,6157.01,3539.32,90.97,83.82,3590.41,0
27/12/2021 19:00,0.83,29.99,0.45,2080.26,0.05,6222.43,3553.14,90.29,83.29,4199.86,0
26/12/2021 19:00,0.83,31.1,0.45,2095.43,0.05,5512.46,3350.49,104.88,85.12,2323.77,0
29/1/2022 3:00,0.84,33.85,0.43,1857.51,0.01,6030,3192.73,111.2,84.33,3727.92,0
6/10/2021 11:00,0.79,33.58,0.45,2102.34,0.05,6375.31,3050.25,90.99,81.82,1069.06,0
8/10/2021 3:00,0.8,30.53,0.45,2108.95,0.05,5649.81,3082.52,94.55,82.62,1362.07,0
30/12/2021 3:00,0.83,29.22,0.44,2070.2,0.01,6125.63,3486.44,101.38,84.72,4237.15,0
24/12/2021 19:00,0.87,30.33,0.49,2103.85,0.01,5599.75,3112.3,98.19,84.65,774.89,0
22/1/2022 19:00,0.86,35.22,0.43,1824.46,0.09,7251.84,3500.52,87.63,79.83,7900.34,0
6/10/2021 19:00,0.81,33.56,0.46,2094.23,0.05,5490.26,3386.19,97.3,82.28,1779.21,0
5/10/2021 19:00,0.8,31.77,0.44,2051.72,0.05,6307.88,3282.76,97.5,82.3,794940.02,0
