Date/Time,PICA-3102,PICA-3102MV,PICA-3130,FICA-3326,FICA-3122,FICA-3113,FICA-3141,TICA-3123,TICA-3125,S3119 ,S3129
5/11/2021 19:00,0.9,19.42,0.45,2198.93,0.01,6994.66,3420.01,92.47,83.24,0.05,7777.14
28/9/2021 19:00,0.9,21.85,0.45,2124.27,0.05,7042.56,3191.18,94.22,82.65,0.05,3228.09
14/11/2021 19:00,0.9,22.14,0.45,2193.82,0.01,6032.67,3198.13,93.86,83.73,0.05,3465.53
27/11/2021 11:00,0.9,22.55,0.45,2259.31,-0.02,6257.31,3395.12,91.39,83.62,0.05,3380.05
14/11/2021 3:00,0.9,22.43,0.45,2167.83,0.01,5992.95,3196.16,91.68,82.99,0.05,7916.9
15/10/2021 11:00,0.91,19.01,0.45,2169.34,0.01,5856.43,2899.35,100.26,82.46,0.05,5037.64
12/11/2021 19:00,0.9,21.96,0.45,2157.92,0.01,6151,3415.12,99.32,83.54,0.05,7867.37
3/12/2021 3:00,0.89,22.81,0.45,2203.43,-0.02,6282.68,3198.31,91.18,84.09,0.05,18365.71
12/1/2022 3:00,0.89,22.99,0.44,2101.14,0.05,6900.86,3504.04,90.44,81.91,0.05,4908.52
8/11/2021 19:00,0.89,21,0.45,2237.08,0.01,6972.46,3667.72,91.97,83.15,0.05,16464.89
4/12/2021 3:00,0.9,23.2,0.45,2202.53,0.05,6149.5,3302.08,91.5,84.04,0.05,13874.21
20/9/2021 3:00,0.9,21.1,0.45,2352.89,-0.02,6801.06,3390.48,92.38,85.5,0.05,4325.36
27/10/2021 11:00,0.9,20.72,0.45,2199.83,-0.02,6180.71,3304.65,91.66,83.62,0.06,10501.2
8/12/2021 19:00,0.89,22.93,0.45,2197.27,0.05,6344.93,3402.67,92.4,84.7,0.06,3829.93
6/11/2021 19:00,0.9,18.73,0.45,2225.51,0.01,6891.18,3400.35,93.79,83.45,0.06,3131.64
9/12/2021 19:00,0.9,23.15,0.45,2218,0.05,6259.98,3397.69,92.59,84.66,0.06,8235.05
23/11/2021 3:00,0.89,23.26,0.44,2230.47,-0.02,6234.62,3201.48,92.18,83.83,0.06,4041.3
16/11/2021 19:00,0.9,22.31,0.45,2211.84,-0.02,6124.63,3316.75,92.66,83.21,0.06,12286.14
4/12/2021 11:00,0.88,23.38,0.43,2172.04,0.05,6275.17,3590.3,90.51,83,0.06,14148.5
24/11/2021 3:00,0.89,22.75,0.45,2200.28,0.01,6073.9,3348.77,91.18,82.98,0.06,6189.48
5/12/2021 19:00,0.9,23.02,0.45,2203.28,0.05,6080.24,3398.12,93.62,84.68,0.06,1416.01
12/1/2022 11:00,0.9,22.65,0.44,2298.36,0.01,7090.62,3254.1,96.66,82.28,0.06,4097.81
9/11/2021 11:00,0.9,21.09,0.45,2254.2,0.01,6645.85,3203.54,108.17,85.74,0.06,4352.48
17/9/2021 3:00,0.9,22.29,0.45,2354.84,-0.02,6106.44,3294.52,95,85.04,0.06,4691.74
4/11/2021 11:00,0.9,19.54,0.45,2232.57,0.01,6877.67,3395.98,92.02,83.3,0.06,4925.15
7/11/2021 3:00,0.92,19.07,0.47,2219.95,0.01,6896.36,3356.67,100.86,84.26,0.06,4082.93
11/2/2022 3:00,0.91,20.75,0.44,1945.23,0.05,6632.33,3298.9,93.94,83.88,0.06,3289.97
1/11/2021 11:00,0.9,21.27,0.46,2234.37,0.01,6430.05,3199.59,95.77,83.24,0.06,2446.21
8/11/2021 11:00,0.9,21.55,0.45,2271.78,0.01,6474.95,3306.8,92.26,83.09,0.06,2757.91
13/10/2021 3:00,0.85,17.01,0.45,2219.5,0.01,5916.68,3304.48,92.32,81.16,0.06,3927.17
24/10/2021 19:00,0.9,19.87,0.44,2215.6,-0.02,6563.07,3303.97,95.48,84.6,0.06,7422.07
31/10/2021 11:00,0.91,21.39,0.45,2292.8,0.01,6423.38,3104.15,92.41,84.01,0.06,3677.5
15/1/2022 3:00,0.9,22.86,0.45,2163.33,0.05,7210.46,3539.14,92.42,82.2,0.06,8116.15
1/11/2021 3:00,0.9,21.58,0.45,2222.51,-0.02,6575.08,3277.44,93.62,82.79,0.06,5551.76
27/11/2021 19:00,0.9,22.59,0.45,2267.57,-0.02,6153.51,3389.8,91.51,83.88,0.06,6717.1
7/12/2021 11:00,0.9,22.99,0.45,2208.54,0.05,6199.9,3404.9,92.59,84.68,0.06,3192.81
7/11/2021 19:00,0.89,20.1,0.45,2214.85,0.05,6933.41,3561.03,95.9,83.54,0.06,2316.08
24/10/2021 3:00,0.9,19.65,0.45,2195.62,0.01,6590.94,3303.62,94.63,84.29,0.06,3751.94
19/10/2021 3:00,0.9,18.13,0.45,2160.77,0.05,6622.48,3094.62,95.46,83.3,0.06,2527.19
18/10/2021 19:00,0.89,19.11,0.44,2160.77,0.05,6780.03,3089.81,93.91,83.54,0.06,13641.96
9/11/2021 3:00,0.9,21,0.45,2231.67,0.01,6793.88,3325.77,93.19,83.41,0.06,3237.16
22/10/2021 3:00,0.9,20.17,0.45,2217.1,-0.02,6428.72,3242.25,94.73,83.49,0.06,1635.21
16/10/2021 11:00,0.9,18.18,0.45,2184.96,0.05,6061.21,2907.51,97.24,82.7,0.06,2316.75
5/2/2022 3:00,0.92,19.88,0.45,2410.72,0.05,6813.24,3593.22,93.68,83.35,0.06,5414.99
14/1/2022 11:00,0.9,22.64,0.45,2526.98,0.09,7347.81,3562.41,92.12,81.87,0.06,2864.21
11/12/2021 19:00,0.9,22.78,0.45,2198.17,-0.02,6413.7,3460.95,91.98,84.76,0.06,3159.65
30/10/2021 11:00,0.9,20.66,0.45,2204.03,0.01,7347.98,3614.42,91.54,83.08,0.06,5664.21
8/1/2022 19:00,0.91,24.62,0.43,2246.84,-0.02,6578.59,3379.67,89.2,81.27,0.06,13252.64
14/1/2022 19:00,0.9,22.92,0.45,2622.66,0.05,7223.31,3526.1,92.97,82.49,0.06,11062.69
13/11/2021 3:00,0.9,22.39,0.45,2157.32,0.01,5956.74,3301.39,93.2,82.97,0.06,3675.37
7/1/2022 11:00,0.91,26.86,0.45,2100.84,0.01,7348.31,3501.38,91.81,81.38,0.06,19569.73
21/10/2021 3:00,0.9,19.26,0.45,2211.54,0.05,6622.98,3298.3,101.97,84.52,0.06,3455.13
10/12/2021 19:00,0.9,23.21,0.45,2189.01,0.05,6176.37,3498.55,92.71,84.87,0.06,6879.72
26/10/2021 3:00,0.9,20.66,0.45,2212.44,-0.02,6228.11,3213.93,92.69,84.11,0.07,1984.65
17/11/2021 19:00,0.91,23.01,0.45,2231.37,-0.02,5899.49,3316.24,101.85,84.3,0.07,2600.29
9/2/2022 19:00,0.92,22.39,0.45,2305.42,-0.02,6989.32,3605.66,93.65,83.4,0.07,3867.34
23/11/2021 11:00,0.91,22.23,0.47,2213.5,-0.02,6241.29,3201.05,92.03,83.63,0.07,1801.97
8/2/2022 3:00,0.92,22.43,0.45,1956.49,0.09,7170.23,3661.46,91.61,82.95,0.07,25086.74
17/9/2021 19:00,0.9,21.69,0.45,2259.01,0.01,6521.84,3392.89,95.63,85.73,0.07,26736.02
4/2/2022 3:00,0.94,19.08,0.48,1949.13,0.05,6768.18,3304.65,102.78,84.69,0.07,3655.45
29/11/2021 3:00,0.91,21.63,0.47,2260.81,-0.02,6222.93,3527.21,91.83,83.94,0.07,3688.5
5/11/2021 3:00,0.88,19.58,0.45,2218.3,0.01,7348.14,3235.81,91.7,82.86,0.07,12766.53
14/10/2021 3:00,0.85,19,0.45,2282.44,0.01,6270,3204.57,105.47,81.75,0.07,1867.95
12/2/2022 19:00,0.92,23.75,0.45,1962.95,0.09,6480.12,3403.02,89.45,83.09,0.07,2522
21/10/2021 11:00,0.9,19.48,0.45,2226.86,-0.02,6565.4,3296.84,95.55,83.69,0.07,2897.86
7/1/2022 19:00,0.9,24.24,0.45,2401.1,0.01,7243.5,3400.01,90.1,81.49,0.07,3171.92
18/9/2021 11:00,0.91,21.36,0.45,2336.21,-0.02,6740.31,3588.58,94.85,85.81,0.07,1989.13
9/12/2021 3:00,0.9,22.9,0.45,2211.99,0.05,6094.92,3393.23,91.8,84.61,0.07,2172.67
4/11/2021 19:00,0.9,19.75,0.45,2248.64,0.01,6874.49,3295.04,99.42,84.06,0.07,2074.88
7/2/2022 3:00,0.92,19.82,0.45,1949.88,0.05,6979.81,3591.59,94.55,83.84,0.07,3468.67
25/9/2021 19:00,0.9,23.34,0.44,2190.81,0.05,5986.94,2550.27,99.39,89.12,0.07,4281.46
3/12/2021 19:00,0.9,23.32,0.45,2202.68,0.01,6136.31,3207.4,94.33,84.36,0.07,4460.94
23/10/2021 3:00,0.91,19.46,0.46,2210.19,-0.02,6650.52,3313.58,92.79,84.05,0.07,14339.91
22/11/2021 19:00,0.91,21.66,0.46,2241.13,-0.02,6092.09,3203.28,92.78,84.13,0.07,2564
15/12/2021 19:00,0.9,22.24,0.45,2169.19,0.05,6499.48,3453.66,92.78,85.35,0.07,4563.62
3/2/2022 3:00,0.9,21.15,0.45,2058.48,0.01,6432.05,3472.8,91.55,82.64,0.07,6655.18
23/10/2021 19:00,0.9,19.5,0.46,2179.7,-0.02,6457.76,3297.1,95.07,84.17,0.07,5333.23
5/12/2021 11:00,0.9,22.68,0.45,2200.58,0.05,6345.6,3388.94,93.01,84.62,0.07,10046.91
24/11/2021 19:00,0.91,22.79,0.45,2220.71,-0.02,6420.54,3453.06,103.08,84.98,0.07,2684.55
13/2/2022 19:00,0.86,23.98,0.44,2364.6,0.05,7339.97,3515.8,89.64,82.85,0.07,25604.84
9/2/2022 11:00,0.91,21.67,0.45,1932.01,0.01,7129.68,3593.56,89.96,82.21,0.07,16102.8
19/9/2021 19:00,0.9,21.24,0.45,2344.93,-0.02,6645.51,3407.65,96.76,85.74,0.07,1928.97
2/12/2021 11:00,0.9,22.71,0.45,2273.13,-0.02,6395.17,3312.46,91.07,83.72,0.07,4880.51
13/12/2021 11:00,0.87,19.31,0.41,2193.67,0.01,6326.08,3100.63,93.6,87.93,0.07,19529.33
21/10/2021 19:00,0.9,19.17,0.45,2215.3,-0.02,6575.92,3306.54,95.07,83.91,0.07,1563.78
20/9/2021 19:00,0.9,21.22,0.45,2338.77,0.05,6751.99,3403.53,94.64,85.72,0.07,2440.69
30/11/2021 3:00,0.89,23.83,0.44,2250.15,-0.02,6199.4,3486.79,91.32,83.34,0.07,16996.87
12/1/2022 19:00,0.9,22.82,0.45,2137.19,0.05,7347.64,3379.15,92.54,82.06,0.07,4945.82
25/11/2021 19:00,0.9,22.67,0.45,2227.01,-0.02,6767.85,3446.45,91.15,83.28,0.07,20638.99
25/11/2021 3:00,0.9,22.41,0.45,2234.98,0.01,6248.64,3448.42,108.45,85.67,0.07,4697.34
24/10/2021 11:00,0.89,20.13,0.45,2179.25,-0.02,6866.15,3293.58,97.17,84.08,0.07,1268.12
8/12/2021 3:00,0.9,22.71,0.45,2213.2,0.05,6214.26,3432.71,91.27,84.08,0.07,8904.7
6/12/2021 11:00,0.9,22.86,0.45,2211.69,0.01,6218.59,3463.61,95.74,84.62,0.07,3472.81
8/1/2022 3:00,0.95,19.53,0.45,2466.89,-0.02,7138.52,3553.14,91.22,82.6,0.07,67378.53
12/11/2021 11:00,0.9,22.71,0.45,2122.17,0.01,5974.59,3348.86,107.38,83.91,0.07,3861
29/11/2021 19:00,0.91,21.78,0.47,2269.97,-0.02,6115.45,3443.7,93.93,84.51,0.07,10335.08
2/12/2021 3:00,0.9,22.91,0.45,2256,-0.02,6148.33,3191.61,93.48,84.26,0.07,3294.82
4/11/2021 3:00,0.9,20.22,0.45,2214.25,0.05,6757.5,3351.34,91.69,83.41,0.07,5891.02
16/9/2021 19:00,0.91,19.55,0.46,2346.43,0.01,6599.28,3200.97,92.27,85.07,0.07,7972.88
10/2/2022 3:00,0.93,20.86,0.45,2277.18,0.01,6930.57,3498.72,91.23,83.04,0.07,5655.78
13/12/2021 3:00,0.89,21.78,0.45,2210.34,0.05,6559.9,3595.97,91.76,84.93,0.07,12067.27
29/10/2021 19:00,0.9,22.26,0.46,2198.78,0.01,6169.19,2995.06,95.1,84.37,0.07,2945.3
1/12/2021 3:00,0.92,21.33,0.47,2266.67,-0.02,6401.35,3414.43,91.97,84.37,0.08,4560.04
26/11/2021 3:00,0.9,22.9,0.45,2209.59,-0.02,5915.85,3396.32,90.84,83.35,0.08,5490.14
23/10/2021 11:00,0.9,19.42,0.45,2211.09,-0.02,6557.06,3299.42,93.26,84.17,0.08,33440.67
13/1/2022 11:00,0.9,22.6,0.45,2626.26,0.05,7259.19,3509.45,92.25,81.8,0.08,7279.74
27/10/2021 19:00,0.91,20.48,0.46,2197.57,-0.02,6452.58,3775.53,91.98,84.29,0.08,5341.92
3/12/2021 11:00,0.9,23.6,0.45,2192.02,0.01,6180.88,3297.18,91.43,84.18,0.08,3849.78
17/10/2021 3:00,0.9,17.87,0.45,2189.76,0.05,6654.36,3113.33,99.77,83.72,0.08,4385.52
20/10/2021 3:00,0.9,17.92,0.45,2216.65,-0.02,6911.21,3288.34,93.02,83.57,0.08,4859.92
29/10/2021 3:00,0.9,22.75,0.45,2202.38,-0.06,5509.96,3226.54,100.73,83.42,0.08,228.07
12/12/2021 3:00,0.9,22.22,0.45,2227.46,0.01,6421.37,3495.2,91.68,85.23,0.08,8788.48
16/11/2021 3:00,0.9,22.51,0.45,2208.99,0.05,6167.86,3196.16,92.27,83.56,0.08,9825.62
16/9/2021 11:00,0.92,19.09,0.46,2346.43,0.05,6727.13,3328.26,91.29,83.81,0.08,16266.5
15/12/2021 11:00,0.9,21.82,0.45,2172.04,0.05,6570.91,3460.44,92.24,85.42,0.08,4816.99
23/11/2021 19:00,0.89,23.18,0.44,2197.42,-0.02,5954.73,3199.42,91.91,83.55,0.08,2558.93
22/10/2021 11:00,0.9,19.97,0.45,2227.61,-0.02,6570.41,3256.67,93.93,84.35,0.08,6528.11
12/12/2021 19:00,0.9,21.57,0.45,2204.78,0.05,6538.7,3775.53,91.67,84.54,0.08,24240
9/2/2022 3:00,0.91,21.48,0.45,1927.95,0.01,7190.26,3775.7,89.7,81.91,0.08,27405.92
10/11/2021 3:00,0.9,21.48,0.45,2263.96,0.01,6615.64,3087.84,95.95,84,0.08,3019.75
19/9/2021 11:00,0.91,20.69,0.45,2360.7,-0.02,6785.54,3399.84,93.49,85.77,0.08,8073.33
10/1/2022 3:00,0.95,21.67,0.45,2430.99,-0.02,6889.51,3555.88,92.19,82.23,0.08,20312.59
10/2/2022 19:00,0.92,21.11,0.45,1933.36,0.01,6853.63,3393.06,91.09,83.41,0.08,431.64
12/2/2022 11:00,0.92,22.78,0.45,2242.19,0.05,7165.39,3502.24,90.69,83.12,0.08,2850.86
12/12/2021 11:00,0.9,22.12,0.45,2199.68,0.01,6348.27,3507.39,91.95,85.29,0.08,7304.35
22/9/2021 3:00,0.89,22.89,0.45,2198.32,0.01,5847.25,3210.49,104.78,86.24,0.08,1396.31
15/1/2022 11:00,0.91,22.72,0.45,2427.99,0.05,6975.97,3518.63,96.39,82.65,0.08,3305.82
8/11/2021 3:00,0.89,21.43,0.45,2187.51,0.05,6626.32,3552.36,90.93,82.16,0.08,4647.43
7/12/2021 3:00,0.9,22.87,0.45,2206.74,0.01,6265.33,3398.12,92.27,84.61,0.09,1682.43
18/10/2021 11:00,0.9,18.85,0.45,2172.04,0.05,6496.64,3014.2,95.4,83.75,0.09,3726.28
14/12/2021 19:00,0.9,22.5,0.45,2158.52,0.05,6644.18,3590.73,92.3,85.4,0.09,11492.58
16/1/2022 3:00,0.88,23.41,0.45,2098.14,0.05,7267.37,3578.46,91.41,81.69,0.09,5057.71
13/1/2022 19:00,0.9,22.73,0.45,2189.61,0.05,7347.64,3497,98.56,82.58,0.09,5483.69
28/11/2021 11:00,0.92,22.18,0.46,2254.5,-0.02,6073.9,3402.76,91.67,84,0.09,4243.87
15/9/2021 11:00,0.84,20.57,0.45,2320.14,0.01,6065.05,3292.72,92.2,84.82,0.09,2931.2
23/9/2021 19:00,0.9,19.98,0.45,2138.99,0.05,7095.46,3199.68,102.4,84.9,0.09,82179.01
10/12/2021 11:00,0.9,22.61,0.45,2196.82,0.01,6176.37,3481.29,92.11,84.61,0.09,11829.2
26/11/2021 19:00,0.9,22.97,0.45,2213.95,-0.02,6080.24,3300.19,91.09,83.42,0.09,5289.67
15/1/2022 19:00,0.89,23.34,0.45,2596.52,0.05,7190.26,3612.79,92.03,82.02,0.09,6661.52
5/2/2022 19:00,0.92,20.59,0.45,2360.55,0.05,6774.36,3598.54,94.3,83.21,0.09,3517.9
25/11/2021 11:00,0.9,22.76,0.45,2238.58,-0.02,6427.21,3446.1,93.78,83.97,0.09,332.02
18/10/2021 3:00,0.9,19.25,0.45,2176.54,0.01,6645.01,2996.34,97.81,83.75,0.09,3965.96
22/10/2021 19:00,0.9,19.76,0.45,2223.11,-0.02,6570.74,3099.34,96.43,84.9,0.09,7713.96
6/1/2022 11:00,0.83,35.07,0.44,1891.3,0.05,7347.81,3099.69,86.85,78.85,0.09,266569.58
30/10/2021 3:00,0.88,21.17,0.43,2210.79,-0.02,6049.36,3206.8,91.8,83.24,0.09,3408.76
15/12/2021 3:00,0.9,22.45,0.45,2143.5,-0.02,6408.35,3474.26,95.3,85.53,0.09,269.8
6/2/2022 3:00,0.92,19.81,0.44,1962.35,0.09,6801.89,3598.37,92.35,83.33,0.09,7996.23
14/12/2021 3:00,0.9,21.64,0.45,2146.95,0.05,6421.54,3552.45,92.1,85.04,0.09,4328.65
6/2/2022 19:00,0.92,20.23,0.45,2170.54,0.05,7057.41,3592.53,93.27,83.61,0.09,18163.44
8/1/2022 11:00,0.96,22.84,0.44,2216.2,-0.02,5471.9,2986.3,106.38,94.72,0.09,3817.7
11/1/2022 11:00,0.96,23.58,0.49,2062.69,-0.02,5780.99,3322.25,96.79,84.16,0.09,4311.75
20/10/2021 11:00,0.9,18.26,0.45,2229.27,-0.02,6835.61,3198.99,94.65,84.29,0.09,2825.35
14/12/2021 11:00,0.9,22.25,0.45,2156.27,0.05,6570.24,3587.55,91.59,84.98,0.09,6666.82
18/9/2021 19:00,0.92,21.51,0.46,2361.75,-0.02,6832.27,3498.89,101.33,85.25,0.09,3938.77
13/2/2022 3:00,0.84,24.11,0.45,2409.97,0.05,7283.56,3605.84,89.03,82.46,0.09,3676.79
14/2/2022 3:00,0.85,24.04,0.45,2254.5,0.09,7176.07,3603.78,90.24,82.96,0.09,1808.12
11/12/2021 11:00,0.9,22.39,0.45,2201.33,0.05,6515.84,3495.46,92.4,84.88,0.1,3611.63
10/12/2021 3:00,0.9,22.85,0.45,2206.29,0.01,6130.31,3396.06,92.7,85.05,0.1,8082.58
17/10/2021 19:00,0.9,18.43,0.45,2178.95,0.01,6542.37,2997.03,95.09,83.17,0.1,2861.98
7/2/2022 11:00,0.92,20.26,0.45,2047.37,0.05,6817.08,3491.85,92.74,83.3,0.1,1515.59
11/2/2022 11:00,0.92,20.63,0.45,2061.64,-0.02,6491.13,3351.95,91.57,83.45,0.1,8694.15
11/12/2021 3:00,0.9,22.94,0.45,2197.87,0.01,6197.9,3503.61,92.81,84.9,0.1,8542.2
28/11/2021 3:00,0.9,22.43,0.46,2273.58,-0.02,6077.23,3292.46,92.52,84.17,0.1,3606.63
8/2/2022 11:00,0.92,22.26,0.45,2429.64,0.05,7011.52,3400.35,90.71,82.83,0.1,8037.86
30/11/2021 11:00,0.91,23.08,0.46,2252.25,-0.02,6194.56,3194.96,92.4,84.35,0.1,9626.64
21/9/2021 19:00,0.9,20.98,0.45,2143.95,0.05,6150.33,3207.58,109.98,86.5,0.1,7508.82
17/12/2021 3:00,0.9,22.73,0.45,2149.21,0.05,6429.88,3513.48,91.48,84.66,0.1,2340.85
